newick1	newick2	format1	format2	count_taxa1	count_taxa2	correct_taxa_ratio	count_equal_length	count_unequal_length	mean_ham_dist	mean_ham_ratio	mean_edit_dist	mean_edit_dist_total	mean_edit_ratio	mean_edit_ratio_total	mean_abs_diff_leaf_dists	median_abs_diff_leaf_dists	mean_neg_diff_leaf_dists	median_neg_diff_leaf_dists	mean_pos_diff_leaf_dists	median_pos_diff_leaf_dists	mean_pairwise_dist_diff	median_pairwise_dist_diff	rf_dist	max_rf_dist	rf_ratio	count_orig_edges	ref_edges_in_source	count_missing_edges	count_common_edges	correct_edge_ratio	count_multifurcations_original	count_multifurcations_generated	random_distances	max_distance	amount_taxa	package	branch_lengths_displayed	circular_tree	right_to_left_orientation	multifurcations_allowed	branch_vertical_margin[px]	fontsize	linewidth[px]	taxa_only	topo_only	align_taxa	
original204158346938.nwk	finetuned204158346938.nwk	5	0	16	16	1.0	16	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.4986	0.0	1.0	23.0	0.9565	27	0.9629629629629629	1	26	0.963	1	1	True	5	16	ete3	True	False	False	True	67	16	6	False	False	False	
original204216738362.nwk	finetuned204216738362.nwk	5	0	15	15	1.0	15	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	2.0091	1.58	4.0	22.0	0.8182	24	0.9583333333333334	1	23	0.9583	0	0	True	3	16	ete3	True	False	False	False	98	8	9	False	False	False	
original204221934621.nwk	finetuned204221934621.nwk	5	0	18	17	0.9444	17	0	0.7222	0.9444	0.7222	0.7647	1.0	0.9444	0.0	0.0	0	0	0	0	1.0	1.0	4.0	26.0	0.8462	28	0.9642857142857143	1	27	0.9643	0	0	False	10.0	18	phylo	True	False	False	False	10	17	1	False	False	False	
original204219762678.nwk	finetuned204219762678.nwk	5	0	12	12	1.0	12	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	18.0	1.0	20	1.0	0	20	1.0	0	0	False	10.0	12	ete3	True	False	False	True	69	20	6	False	False	False	
original204203068309.nwk	finetuned204203068309.nwk	5	0	8	8	1.0	8	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	10.0	1.0	12	1.0	0	12	1.0	0	0	True	4	8	ete3	True	False	False	False	74	15	6	False	False	False	
original204212675022.nwk	finetuned204212675022.nwk	5	0	20	19	0.9	18	1	1.75	0.9	1.25	1.3158	0.9952	0.9455	0.0	0.0	0	0	0	0	3.8376	4.02	4.0	26.0	0.8462	30	0.9333333333333333	2	28	0.9333	1	1	True	6	20	phylo	True	False	False	True	10	20	1	False	False	False	
original204158122920.nwk	finetuned204158122920.nwk	5	0	10	10	1.0	10	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	12.0	1.0	15	1.0	0	15	1.0	1	1	True	4	10	ete3	True	False	False	True	67	19	1	False	False	True	
original204207877176.nwk	finetuned204207877176.nwk	5	0	20	20	1.0	20	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	1.0579	1.0	3.0	31.0	0.9032	33	1.0	0	33	1.0	0	0	False	10.0	20	ete3	True	False	False	False	31	10	7	False	False	True	
original204213797879.nwk	finetuned204213797879.nwk	5	0	8	8	1.0	8	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	1.0714	2.0	1.0	9.0	0.8889	11	1.0	0	11	1.0	0	0	False	10.0	8	ete3	True	False	False	False	76	12	5	False	False	True	
original204227631847.nwk	finetuned204227631847.nwk	5	0	4	4	1.0	4	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	2.0	1.0	4	1.0	0	4	1.0	0	0	True	2	4	ete3	True	False	False	True	54	19	5	False	False	True	
original204201172646.nwk	finetuned204201172646.nwk	5	0	22	22	1.0	22	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	1.0866	1.0	7.0	33.0	0.7879	38	0.8947368421052632	4	34	0.8947	3	3	False	10.0	22	phylo	True	False	False	True	10	18	1	False	False	False	
original204153990565.nwk	finetuned204153990565.nwk	5	0	11	10	0.9091	10	0	1.3636	0.9091	1.3636	1.5	1.0	0.9091	0.0	0.0	0	0	0	0	0.8889	1.0	0.0	14.0	1.0	16	1.0	0	16	1.0	0	0	False	10.0	11	phylo	True	False	False	True	10	17	1	False	False	False	
original204220139542.nwk	finetuned204220139542.nwk	5	0	4	4	1.0	4	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.5	0.5	0.0	2.0	1.0	4	1.0	0	4	1.0	0	0	False	10.0	4	phylo	True	False	False	False	10	20	1	False	False	False	
original204214659019.nwk	finetuned204214659019.nwk	5	0	24	24	0.9583	23	1	1.1667	0.9583	0.0833	0.0833	0.9972	0.9972	0.0	0.0	0	0	0	0	4.1609	3.56	7.0	37.0	0.8108	40	0.925	3	37	0.925	1	1	True	5	24	ete3	True	False	False	True	65	11	9	False	False	False	
original204152931066.nwk	finetuned204152931066.nwk	5	0	13	13	1.0	13	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.7949	1.0	2.0	20.0	0.9	22	0.9545454545454546	1	21	0.9545	0	0	False	10.0	14	phylo	True	False	False	False	10	18	1	False	False	False	
original204200204259.nwk	finetuned204200204259.nwk	5	0	20	19	0.95	19	0	0.8	0.95	0.8	0.8421	1.0	0.95	0.0	0.0	0	0	0	0	4.1336	3.8	1.0	31.0	0.9677	34	0.9705882352941176	1	33	0.9706	1	1	True	7	20	ete3	True	False	False	True	69	10	3	False	False	True	
original204221538833.nwk	finetuned204221538833.nwk	5	0	5	5	1.0	5	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	4.0	1.0	6	1.0	0	6	1.0	1	1	True	3	5	phylo	True	False	False	True	10	17	1	False	False	False	
original204159099287.nwk	finetuned204159099287.nwk	5	0	21	21	1.0	21	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.6667	1.0	4.0	30.0	0.8667	35	0.9428571428571428	2	33	0.9429	3	3	False	10.0	21	phylo	True	False	False	True	10	20	1	False	False	False	
original204226181622.nwk	finetuned204226181622.nwk	5	0	4	4	1.0	4	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	2.0	1.0	4	1.0	0	4	1.0	0	0	False	10.0	4	ete3	True	False	False	True	14	13	4	False	False	True	
original204207576446.nwk	finetuned204207576446.nwk	5	0	22	25	1.0	22	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	7.159	7.51	7.0	33.0	0.7879	35	0.9714285714285714	1	34	0.9714	0	0	True	6	22	ete3	True	False	False	False	87	10	1	False	False	True	
original204223438911.nwk	finetuned204223438911.nwk	5	0	25	21	0.84	21	0	2.84	0.84	2.84	3.381	1.0	0.84	0.08	0.0	-1.68	-1.68	0	0	3.7829	3.825	7.0	35.0	0.8	37	0.918918918918919	3	34	0.9189	0	0	True	7	25	phylo	True	False	False	True	10	16	1	False	False	False	
original204227764176.nwk	finetuned204227764176.nwk	5	0	12	12	0.9167	11	1	2.25	0.9167	0.0833	0.0833	0.9969	0.9969	0.0	0.0	0	0	0	0	0.0	0.0	0.0	16.0	1.0	18	1.0	0	18	1.0	0	0	False	10.0	12	ete3	True	False	False	False	48	13	9	False	False	False	
original200053749793.nwk	finetuned200053749793.nwk	5	0	19	19	1.0	19	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	5.2709	5.26	3.0	27.0	0.8889	32	0.9375	2	30	0.9375	3	3	True	10	19	phylo	True	False	False	True	10	18	1	False	False	False	
original204216994585.nwk	finetuned204216994585.nwk	5	0	4	4	1.0	4	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	2.0	1.0	4	1.0	0	4	1.0	0	0	True	5	4	ete3	True	False	False	True	40	20	6	False	False	False	
original204211929178.nwk	finetuned204211929178.nwk	5	0	21	21	1.0	21	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	3.5907	3.01	3.0	35.0	0.9143	37	0.972972972972973	1	36	0.973	0	0	True	7	21	ete3	True	False	False	False	42	17	2	False	False	False	
original204217771861.nwk	finetuned204217771861.nwk	5	0	6	6	1.0	6	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	6.0	1.0	8	1.0	0	8	1.0	0	0	True	9	6	ete3	True	False	False	True	40	10	5	False	False	True	
original204158524414.nwk	finetuned204158524414.nwk	5	0	7	7	1.0	7	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.5714	1.0	1.0	7.0	0.8571	9	1.0	0	9	1.0	0	0	False	10.0	7	phylo	True	False	False	True	10	20	1	False	False	False	
original204155008403.nwk	finetuned204155008403.nwk	5	0	4	4	1.0	4	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	2.0	1.0	4	1.0	0	4	1.0	0	0	False	10.0	4	ete3	True	False	False	False	43	12	10	False	False	False	
original204229823007.nwk	finetuned204229823007.nwk	5	0	12	12	1.0	12	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	18.0	1.0	20	1.0	0	20	1.0	0	0	False	10.0	12	ete3	True	False	False	False	27	20	3	False	False	False	
original204228801751.nwk	finetuned204228801751.nwk	5	0	18	18	0.9444	17	1	1.6667	0.9444	0.1111	0.1111	0.9964	0.9964	0.0	0.0	0	0	0	0	0.1471	0.0	2.0	26.0	0.9231	29	0.9655172413793104	1	28	0.9655	2	2	True	1	18	ete3	True	False	False	True	59	12	4	False	False	True	
original200054263583.nwk	finetuned200054263583.nwk	5	0	14	14	1.0	14	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.8571	1.0	3.0	19.0	0.8421	22	0.9545454545454546	1	21	0.9545	2	2	False	10.0	14	phylo	True	False	False	True	10	13	1	False	False	False	
original204212407299.nwk	finetuned204212407299.nwk	5	0	19	19	1.0	19	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.4094	0.0	1.0	31.0	0.9677	33	1.0	0	33	1.0	0	0	False	10.0	19	ete3	True	False	False	False	23	12	3	False	False	True	
original204222496222.nwk	finetuned204222496222.nwk	5	0	8	8	0.875	7	1	2.625	0.875	0.125	0.125	0.9943	0.9943	0.0	0.0	0	0	0	0	0.2857	0.0	0.0	8.0	1.0	10	1.0	0	10	1.0	1	1	False	10.0	8	ete3	True	False	False	True	86	14	1	False	False	True	
original204224976439.nwk	finetuned204224976439.nwk	5	0	17	17	1.0	17	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.4265	0.0	1.0	25.0	0.96	29	0.9655172413793104	1	28	0.9655	2	2	False	10.0	17	ete3	True	False	False	True	15	9	3	False	False	True	
original204155320074.nwk	finetuned204155320074.nwk	5	0	22	21	0.9545	21	0	0.5455	0.9545	0.5455	0.5714	1.0	0.9545	0.219	0.0	-1.46	-1.46	3.14	3.14	6.1122	6.945	5.0	33.0	0.8485	35	0.9714285714285714	1	34	0.9714	0	0	True	6	22	phylo	True	False	False	True	10	16	1	False	False	False	
original204201801843.nwk	finetuned204201801843.nwk	5	0	5	5	1.0	5	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	4.0	1.0	6	1.0	0	6	1.0	0	0	True	8	5	ete3	True	False	False	False	22	18	2	False	False	False	
original204228658034.nwk	finetuned204228658034.nwk	5	0	9	9	1.0	9	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	12.0	1.0	14	1.0	0	14	1.0	0	0	True	3	9	ete3	True	False	False	False	52	12	7	False	False	False	
original204220735525.nwk	finetuned204220735525.nwk	5	0	24	24	1.0	24	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	1.7138	2.0	5.0	39.0	0.8718	41	0.975609756097561	1	40	0.9756	0	0	False	10.0	24	phylo	True	False	False	False	10	18	1	False	False	False	
original204200466619.nwk	finetuned204200466619.nwk	5	0	23	23	1.0	23	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.9091	1.0	8.0	34.0	0.7647	40	0.875	5	35	0.875	3	3	False	10.0	23	phylo	True	False	False	True	10	16	1	False	False	False	
original204202580894.nwk	finetuned204202580894.nwk	5	0	12	12	0.9167	11	1	2.3333	0.9167	0.0833	0.0833	0.997	0.997	0.0	0.0	0	0	0	0	0.5091	0.0	1.0	15.0	0.9333	17	1.0	0	17	1.0	0	0	False	10.0	12	phylo	True	False	False	False	10	17	1	False	False	False	
original204219055853.nwk	finetuned204219055853.nwk	5	0	25	25	1.0	25	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.3067	0.0	2.0	34.0	0.9412	42	0.9523809523809523	2	40	0.9524	4	4	True	1	25	phylo	True	False	False	True	10	18	1	False	False	False	
original200055494057.nwk	finetuned200055494057.nwk	5	0	21	21	0.9524	20	1	1.1905	0.9524	0.0476	0.0476	0.9981	0.9981	0.0	0.0	0	0	0	0	0.8526	1.0	4.0	32.0	0.875	34	0.9705882352941176	1	33	0.9706	1	1	True	1	21	ete3	True	False	False	True	77	14	4	False	False	False	
original204156966175.nwk	finetuned204156966175.nwk	5	0	23	23	0.9565	22	1	1.1739	0.9565	0.0435	0.0435	0.9984	0.9984	0.0	0.0	0	0	0	0	0.5714	0.0	4.0	38.0	0.8947	40	0.95	2	38	0.95	0	0	False	10.0	24	ete3	True	False	False	False	14	10	6	False	False	False	
original204218405929.nwk	finetuned204218405929.nwk	5	0	22	22	1.0	22	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	1.2684	1.0	5.0	35.0	0.8571	38	0.9473684210526315	2	36	0.9474	1	1	False	10.0	22	phylo	True	False	False	True	10	17	1	False	False	False	
original204154555214.nwk	finetuned204154555214.nwk	5	0	7	7	1.0	7	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.4762	0.0	0.0	8.0	1.0	10	1.0	0	10	1.0	0	0	False	10.0	7	phylo	True	False	False	True	10	17	1	False	False	False	
original204216034729.nwk	finetuned204216034729.nwk	5	0	18	18	0.9444	17	0	0.8889	0.9444	0.8889	0.9412	1.0	0.9444	0.0	0.0	0	0	0	0	0.8382	1.0	3.0	27.0	0.8889	29	0.9655172413793104	1	28	0.9655	0	0	False	10.0	19	phylo	True	False	False	False	10	18	1	False	False	False	
original204225263694.nwk	finetuned204225263694.nwk	5	0	23	23	1.0	23	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0261	0.0	0	0	0.3	0.3	2.2896	1.23	10.0	38.0	0.7368	40	0.9	4	36	0.9	0	0	True	3	23	phylo	True	False	False	False	10	17	1	False	False	False	
original204215410553.nwk	finetuned204215410553.nwk	5	0	13	13	1.0	13	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.7692	1.0	4.0	20.0	0.8	22	0.9090909090909091	2	20	0.9091	0	0	True	1	14	ete3	True	False	False	False	37	15	5	False	False	True	
original204208966869.nwk	finetuned204208966869.nwk	5	0	6	6	1.0	6	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	6.0	1.0	8	1.0	0	8	1.0	0	0	False	10.0	6	ete3	True	False	False	True	25	18	3	False	False	True	
original200053053460.nwk	finetuned200053053460.nwk	5	0	20	20	0.95	19	1	0.7	0.95	0.05	0.05	0.9964	0.9964	0.0	0.0	0	0	0	0	2.1439	1.88	6.0	32.0	0.8125	34	0.9117647058823529	3	31	0.9118	0	0	True	3	20	phylo	True	False	False	False	10	16	1	False	False	False	
original200054726049.nwk	finetuned200054726049.nwk	5	0	18	18	1.0	18	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.6078	1.0	3.0	29.0	0.8966	31	0.967741935483871	1	30	0.9677	0	0	False	10.0	18	ete3	True	False	False	False	67	17	1	False	False	True	
original204224233964.nwk	finetuned204224233964.nwk	5	0	16	16	1.0	16	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0519	0.0	-0.415	-0.415	0	0	1.2857	1.13	4.0	24.0	0.8333	26	0.9615384615384616	1	25	0.9615	0	0	True	2	16	phylo	True	False	False	False	10	20	1	False	False	False	
original204206516110.nwk	finetuned204206516110.nwk	5	0	16	16	1.0	16	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0912	0.0	-1.46	-1.46	0	0	2.7862	2.23	8.0	24.0	0.6667	26	0.8846153846153846	3	23	0.8846	0	0	True	4	16	phylo	True	False	False	True	10	20	1	False	False	False	
original204201930118.nwk	finetuned204201930118.nwk	5	0	16	16	1.0	16	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	2.9213	3.04	4.0	24.0	0.8333	27	0.9259259259259259	2	25	0.9259	1	1	True	5	17	phylo	True	False	False	True	10	17	1	False	False	False	
original204228177566.nwk	finetuned204228177566.nwk	5	0	7	7	0.8571	6	1	3.2857	0.8571	0.1429	0.1429	0.9938	0.9938	0.0	0.0	0	0	0	0	0.6667	1.0	0.0	6.0	1.0	8	1.0	0	8	1.0	0	0	False	10.0	7	phylo	True	False	False	False	10	18	1	False	False	False	
original204227281247.nwk	finetuned204227281247.nwk	5	0	17	17	0.9412	16	1	1.3529	0.9412	0.0588	0.0588	0.9974	0.9974	0.0	0.0	0	0	0	0	0.125	0.0	0.0	26.0	1.0	28	1.0	0	28	1.0	0	0	False	10.0	17	ete3	True	False	False	False	39	13	4	False	False	True	
original204157871645.nwk	finetuned204157871645.nwk	5	0	21	20	0.9524	20	0	0.619	0.9524	0.619	0.65	1.0	0.9524	0.0	0.0	0	0	0	0	0.9159	0.67	3.0	31.0	0.9032	35	0.9428571428571428	2	33	0.9429	2	2	True	4	21	ete3	True	False	False	True	67	8	5	False	False	True	
original204209162753.nwk	finetuned204209162753.nwk	5	0	6	6	1.0	6	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	6.0	1.0	8	1.0	0	8	1.0	0	0	True	3	6	ete3	True	False	False	True	53	8	7	False	False	False	
original204205511090.nwk	finetuned204205511090.nwk	5	0	4	4	1.0	4	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.865	0.83	0.0	2.0	1.0	4	1.0	0	4	1.0	0	0	True	9	4	phylo	True	False	False	False	10	16	1	False	False	False	
original204209280659.nwk	finetuned204209280659.nwk	5	0	23	23	1.0	23	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	1.9051	2.0	7.0	37.0	0.8108	39	0.9487179487179487	2	37	0.9487	0	0	False	10.0	23	phylo	True	False	False	True	10	19	1	False	False	False	
original204217879191.nwk	finetuned204217879191.nwk	5	0	12	12	1.0	12	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	4.5558	4.41	2.0	16.0	0.875	18	1.0	0	18	1.0	1	1	True	8	12	phylo	True	False	False	True	10	19	1	False	False	False	
original204210702706.nwk	finetuned204210702706.nwk	5	0	23	23	1.0	23	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.8775	1.0	6.0	38.0	0.8421	40	0.95	2	38	0.95	0	0	False	10.0	23	phylo	True	False	False	False	10	20	1	False	False	False	
original204203255285.nwk	finetuned204203255285.nwk	5	0	17	17	1.0	17	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.8382	1.0	4.0	26.0	0.8462	29	0.9310344827586207	2	27	0.931	1	1	False	10.0	17	ete3	True	False	False	True	58	18	1	False	False	False	
original204159763197.nwk	finetuned204159763197.nwk	5	0	4	4	1.0	4	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	3.38	3.38	0.0	2.0	1.0	4	1.0	0	4	1.0	0	0	True	10	4	phylo	True	False	False	True	10	16	1	False	False	False	
original204203984550.nwk	finetuned204203984550.nwk	5	0	9	9	1.0	9	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	1.0556	1.0	1.0	11.0	0.9091	13	1.0	0	13	1.0	0	0	False	10.0	9	phylo	True	False	False	True	10	20	1	False	False	False	
original204220539766.nwk	finetuned204220539766.nwk	5	0	10	10	1.0	10	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.5333	1.0	0.0	14.0	1.0	16	1.0	0	16	1.0	0	0	False	10.0	10	ete3	True	False	False	False	87	14	9	False	False	True	
original204208668702.nwk	finetuned204208668702.nwk	5	0	17	4	0.2353	4	0	10.7647	0.2353	10.7647	45.75	1.0	0.2353	0.0	0.0	0	0	0	0	0.6667	1.0	1.0	1.0	0.0	4	0.75	1	3	0.75	2	2	True	1	18	ete3	True	False	False	True	24	13	7	False	False	True	
original204212242928.nwk	finetuned204212242928.nwk	5	0	8	8	1.0	8	0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0	0	0	0	0.25	0.0	2.0	8.0	0.75	11	0.9090909090909091	1	10	0.9091	1	1	True	1	8	ete3	True	False	False	True	95	17	2	False	False	False	
